"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
21,"No","Travel_Rarely",882,"Sales",3,4,"Life Sciences",1,984,4,"Male",92,3,3,"Sales Executive",4,"Divorced",688.356590301544,6812,6,"Y","No",13,3,2,80,1,12,2,3,10,9,0,8
39,NA,"Travel_Rarely",903,NA,17,5,"Life Sciences",1,985,1,"Male",41,4,3,"Sales Executive",3,"Single",5628.77926978502,2560,0,"Y","No",18,NA,4,80,0,9,NA,3,8,7,0,13
40,"Yes","Non-Travel",457,"Sales",24,3,"Life Sciences",1,1783,NA,"Female",100,4,NA,"Sales Executive",2,"Single",17183.9315666319,17071,5,"Y","Yes",16,3,4,40,0,NA,2,NA,1,0,0,0
47,"No","Travel_Frequently",1379,"Research & Development",16,4,"Medical",1,987,3,"Male",64,4,2,"Manufacturing Director",3,"Divorced",10572.9940183453,6759,1,"Y","Yes",13,3,3,13,0,8,3,4,19,10,2,7
36,"No","Non-Travel",1229,"Sales",8,4,"Technical Degree",1,990,1,"Male",84,3,NA,"Sales Executive",4,NA,5725.98427985758,25952,5,"Y","No",24,3,4,84,2,12,3,1,7,7,0,7
31,"Yes","Non-Travel",1447,"Research & Development",11,2,"Medical",1,991,3,"Male",46,2,1,"Research Scientist",1,"Single",2521.3578179933,10322,0,"Y","Yes",22,4,1,80,0,4,0,3,3,2,1,2
33,"No","Non-Travel",722,"Sales",28,3,"Life Sciences",2,992,4,"Male",38,3,4,"Manager",3,"Single",37771.3827859137,20489,1,"Y","No",11,3,4,80,NA,10,2,3,10,8,6,0
29,"Yes","Travel_Rarely",906,"Research & Development",10,3,"Life Sciences",1,232,4,"Female",NA,2,5,"Research Scientist",1,"Single",1355.27859640462,11479,6,"Y","Yes",11,4,3,80,0,25,5,1,108,14,0,0
33,"No","Travel_Rarely",461,"Research & Development",13,1,"Life Sciences",64,995,2,"Female",53,3,1,"Research Scientist",4,"Single",491.815795005671,17241,3,"Y","No",18,3,1,80,0,5,4,3,3,2,0,2
45,"No","Travel_Rarely",974,"Research & Development",1,4,"Medical",29,996,3,"Female",91,4,NA,"Laboratory Technician",4,"Divorced",1451.92130549719,11005,3,"Y","No",14,3,4,47,2,8,4,3,5,11,0,2
50,"No","Travel_Rarely",1126,"Research & Development",NA,2,"Medical",NA,997,4,"Male",83,3,4,"Research Director",NA,"Divorced",10710,6615,4,"Y","No",22,4,3,80,1,32,1,2,5,4,1,3
33,"No","Travel_Frequently",827,"Research & Development",1,4,"Other",1,998,NA,"Female",84,4,2,"Healthcare Representative",2,"Married",27822.1435265397,20161,1,"Y","Yes",13,NA,1,80,0,6,2,3,82,5,1,2
41,"No","Travel_Frequently",840,"Research & Development",9,3,"Medical",1,999,1,"Male",64,3,5,"Research Director",3,"Divorced",NA,NA,2,"Y","No",17,3,2,80,1,19,2,4,NA,16,9,11
27,"No","Travel_Rarely",1134,"Research & Development",15,4,"Technical Degree",1,1001,3,"Female",37,3,1,"Laboratory Technician",2,"Married",2494.79759973473,12086,9,"Y","No",14,3,2,80,1,4,2,NA,2,1,2,2
45,"No","Non-Travel",621,"Research & Development",23,2,"Life Sciences",89,1002,4,"Male",57,3,NA,NA,1,"Married",13247.7789834417,20639,1,"Y","Yes",15,3,3,80,1,NA,2,3,NA,NA,0,8
47,"No","Travel_Rarely",955,"Sales",4,2,"Life Sciences",1,1003,4,"Female",83,3,2,"Sales Executive",3,NA,14401.1003226926,8571,1,"Y","Yes",22,3,3,80,0,9,0,3,9,0,0,7
30,"Yes","Travel_Rarely",138,"Research & Development",22,3,"Life Sciences",1,1004,1,"Female",48,3,4,"Research Scientist",3,"Married",NA,NA,4,"Y","Yes",11,3,2,80,0,7,2,3,5,2,NA,1
29,"No","Travel_Rarely",939,"Research & Development",24,3,"Life Sciences",1,1005,4,"Male",95,1,4,"Manufacturing Director",1,"Married",43538.3899673935,4161,3,"Y","Yes",18,3,4,41,NA,22,2,3,24,11,1,5
38,"No","Travel_Frequently",NA,"Research & Development",10,1,"Medical",1,1006,3,"Male",NA,3,1,"Research Scientist",3,"Married",266.390392191162,12127,0,"Y","No",17,3,2,NA,1,27,0,2,2,1,0,2
46,"No","Travel_Rarely",566,"Research & Development",7,2,"Medical",95,1007,4,"Male",75,3,3,"Manufacturing Director",3,"Divorced",35285.7728065687,24208,6,"Y","No",13,NA,2,80,2,13,3,3,8,7,0,NA
24,"No","Travel_Rarely",NA,"Research & Development",17,1,"Medical",1,1009,4,"Female",41,2,2,NA,3,"Divorced",2441.77335036991,24117,NA,"Y","No",15,3,2,80,2,5,6,3,NA,2,3,2
35,"Yes","Travel_Rarely",622,"Research & Development",14,4,NA,1,1010,4,"Male",NA,2,NA,"Laboratory Technician",2,"Divorced",4675.14025551592,2376,1,"Y","Yes",24,4,4,80,1,5,2,2,4,2,0,2
31,"No","Travel_Frequently",853,"Research & Development",1,1,"Life Sciences",1,1011,3,"Female",96,3,2,"Manufacturing Director",1,"Married",1955.47652603528,11275,1,"Y","No",12,3,3,80,1,4,1,3,NA,3,0,3
18,"No","Non-Travel",287,NA,5,2,"Life Sciences",1,1012,2,"Male",NA,3,1,"Research Scientist",2,"Single",6599.90802686109,13493,1,"Y","No",15,3,4,80,0,0,2,3,0,0,0,0
54,"No","Travel_Rarely",NA,"Research & Development",17,NA,"Technical Degree",1,1013,NA,"Female",56,3,3,"Manufacturing Director",3,"Married",1199.86558187193,13943,8,"Y","No",11,4,3,80,1,22,2,3,10,7,0,8
35,"No","Travel_Rarely",583,"Research & Development",25,4,"Medical",1,1014,3,"Female",57,3,3,"Healthcare Representative",3,"Divorced",9229.47453430729,6975,9,"Y","Yes",11,3,3,94,1,16,3,2,16,10,NA,14
30,"No",NA,153,"Research & Development",8,NA,"Life Sciences",NA,1015,2,"Female",73,4,3,"Research Director",1,"Married",16613.4962408242,NA,0,"Y","Yes",12,3,NA,80,3,9,4,2,8,7,1,7
20,"Yes","Travel_Rarely",1097,NA,11,3,"Medical",1,1016,4,"Female",98,2,NA,"Research Scientist",1,"Single",3728.80355764932,18275,1,"Y","Yes",NA,3,1,80,0,1,2,3,76,0,2,0
30,"Yes","Travel_Frequently",109,"Research & Development",NA,3,"Medical",NA,1017,2,"Female",60,3,1,"Laboratory Technician",2,"Single",4876.6107410193,25725,0,"Y","No",17,3,1,80,0,4,0,3,3,2,1,2
39,"No","Travel_Rarely",1066,"Research & Development",NA,2,NA,1,1018,4,"Male",32,4,2,"Manufacturing Director",4,"Married",10578.9657703371,3334,1,"Y","No",12,3,NA,80,3,8,2,3,8,13,1,3
22,"No","Travel_Rarely",556,"Research & Development",16,1,"Life Sciences",NA,1019,2,"Male",94,1,1,"Laboratory Technician",1,"Married",5793.15708225038,6881,1,"Y","No",15,3,1,80,1,4,3,2,4,3,1,1
48,"No","Travel_Rarely",277,"Research & Development",6,3,"Life Sciences",1,1022,1,"Male",97,2,2,"Healthcare Representative",3,"Single",1697.79174679497,13119,2,"Y","No",13,3,NA,49,NA,19,0,3,2,2,2,2
43,"No","Travel_Rarely",1355,"Research & Development",4,4,"Life Sciences",1,1024,3,"Male",30,NA,3,"Healthcare Representative",3,"Single",7636.16146234674,22245,7,"Y","No",14,3,2,80,0,27,3,3,15,11,4,8
41,NA,"Travel_Rarely",549,"Research & Development",7,2,"Medical",1,1025,4,"Female",42,3,2,"Manufacturing Director",3,"Single",3612.06900700517,23371,6,"Y","No",14,3,1,80,NA,8,6,3,2,2,2,1
39,"No","Travel_Rarely",466,"Research & Development",1,1,"Life Sciences",NA,1026,4,"Female",65,2,NA,"Manufacturing Director",4,"Married",59631.1876555895,7060,9,"Y","No",16,3,3,80,1,21,3,NA,21,6,11,11
27,"No","Travel_Rarely",1055,NA,2,3,"Life Sciences",1,1027,1,NA,47,NA,2,"Manufacturing Director",4,"Married",19489,4658,0,"Y","No",18,3,2,80,1,4,3,3,3,2,2,2
35,"No","Travel_Rarely",802,"Research & Development",10,5,"Other",47,1028,2,"Male",45,3,1,"Laboratory Technician",4,"Divorced",1473.93180370831,9541,1,"Y","No",20,4,4,29,1,3,2,2,3,2,1,2
42,"No","Travel_Rarely",265,"Sales",5,2,"Marketing",1,1029,4,"Male",41,3,5,"Manager",3,"Married",27471.2121131692,7770,6,"Y","No",13,3,2,80,0,21,3,NA,78,0,1,NA
50,"No","Travel_Rarely",804,"Research & Development",9,3,"Life Sciences",1,1030,1,"Male",64,3,1,"Laboratory Technician",4,"Married",NA,20165,4,"Y","No",18,3,2,80,0,8,5,3,1,0,0,0
59,"No","Travel_Rarely",715,"Research & Development",2,3,"Life Sciences",1,1032,3,"Female",69,2,4,"Manufacturing Director",4,"Single",5925.28419968501,21829,3,"Y","Yes",13,3,1,80,0,30,4,3,5,3,4,3
57,"Yes","Travel_Rarely",1141,"Research & Development",11,2,"Medical",NA,1033,1,"Female",61,1,2,"Healthcare Representative",2,"Married",8998.01615322287,14382,7,"Y","No",15,3,1,80,0,15,2,1,1,17,0,0
55,"No","Travel_Frequently",135,NA,18,4,"Medical",1,1034,NA,"Male",62,3,2,"Healthcare Representative",2,"Married",2040.97250702226,12992,3,"Y","Yes",14,3,2,80,2,17,3,3,8,7,6,7
41,"No","Non-Travel",247,"Research & Development",7,NA,"Life Sciences",1,1035,1,"Female",55,1,5,"Research Director",3,"Divorced",30060.1215268289,20284,1,"Y","No",22,4,2,63,2,21,3,3,21,16,5,10
38,"No","Travel_Rarely",1035,"Sales",3,4,"Life Sciences",1,1378,4,"Male",42,3,2,"Sales Executive",4,"Single",5794.63341371477,4981,8,"Y","Yes",19,3,3,80,0,19,1,3,1,0,14,0
26,"Yes","Non-Travel",265,"Sales",29,2,"Medical",1,1037,2,"Male",79,1,2,"Sales Executive",1,"Single",2865.4121501531,21813,8,"Y","No",21,NA,4,80,0,NA,6,3,10,2,2,8
52,"Yes","Travel_Rarely",266,"Sales",2,1,"Marketing",1,NA,1,"Female",57,1,5,"Manager",4,"Married",86874.7492179866,25846,1,"Y","No",15,3,3,80,1,33,3,3,32,14,6,16
44,"No","Travel_Rarely",1448,NA,28,3,"Medical",1,552,4,"Female",53,4,4,"Sales Executive",4,"Married",100875,NA,3,"Y",NA,18,3,3,80,1,23,2,NA,12,11,11,11
50,"No","Non-Travel",145,"Sales",1,3,"Life Sciences",1,1040,4,"Female",95,3,4,"Sales Executive",3,"Married",4064.82927821509,24920,0,"Y","No",12,NA,1,80,1,19,3,3,18,14,NA,16
59,"Yes","Travel_Rarely",885,"Research & Development",16,4,"Life Sciences",1,1042,3,"Female",43,4,NA,"Laboratory Technician",1,"Single",8414.74259313787,8269,4,"Y","No",16,3,3,80,1,18,1,NA,17,13,15,14
39,"No","Travel_Frequently",945,"Research & Development",22,3,"Medical",1,1043,4,"Female",82,3,3,"Manufacturing Director",1,"Single",2254.8216048138,5083,1,"Y","Yes",13,3,3,80,0,21,2,3,NA,6,2,8
33,"No","Non-Travel",1038,"Sales",8,1,"Life Sciences",1,1044,2,"Female",88,2,1,"Sales Representative",4,"Single",401.768541281977,21437,0,"Y","No",19,3,4,80,0,3,6,2,2,2,2,2
45,"No","Travel_Rarely",1234,NA,11,NA,"Life Sciences",1,2005,4,"Female",90,1,4,"Manager",4,"Married",8796.90034834739,5404,3,"Y","No",13,3,2,80,1,26,1,4,9,3,3,1
32,"No","Non-Travel",1109,"Research & Development",28,4,"Medical",1,1046,4,"Female",69,3,1,"Laboratory Technician",3,"Single",5407.1618013015,11135,9,"Y","No",19,3,2,80,0,10,2,3,8,7,7,5
34,"No","Travel_Rarely",1351,"Sales",NA,4,"Marketing",1,1047,2,"Male",NA,4,2,"Sales Executive",4,"Divorced",7074.87487747744,12278,0,"Y","No",11,3,4,80,1,16,2,2,15,NA,0,9
59,"No","Travel_Rarely",1089,"Sales",NA,2,"Technical Degree",1,1048,2,"Male",66,3,3,"Manager",4,"Married",16747.301897961,11038,9,"Y","Yes",14,3,3,NA,1,14,1,1,6,4,0,4
45,"No","Travel_Rarely",788,"Human Resources",24,4,"Medical",1,1049,1,"Male",36,3,1,"Human Resources",2,"Single",568.381707773102,8318,1,"Y","No",16,3,1,NA,0,6,3,3,6,3,0,NA
53,"No","Travel_Frequently",124,"Sales",2,3,"Marketing",15,1050,3,"Female",38,2,3,"Sales Executive",2,"Married",99775,23537,2,"Y","No",12,3,1,80,1,30,2,3,15,7,6,12
36,"Yes","Travel_Rarely",660,"Research & Development",15,3,"Other",1,1052,3,"Male",81,3,2,"Laboratory Technician",3,"Divorced",6038.50589822577,7858,NA,"Y","No",14,3,2,80,1,9,3,2,23,0,0,0
26,"Yes","Travel_Frequently",342,"Research & Development",2,3,"Life Sciences",1,1053,1,"Male",57,3,2,"Research Scientist",1,"Married",NA,15346,6,"Y","Yes",14,4,2,80,NA,23,2,3,15,2,1,9
NA,"No","Travel_Rarely",1333,"Sales",10,4,"Life Sciences",1,NA,NA,"Female",87,3,1,"Sales Representative",3,"Married",1830.08299990957,18410,1,"Y","Yes",19,NA,4,32,NA,1,2,3,1,1,0,0
28,"No","Travel_Rarely",1144,"Sales",10,1,"Medical",1,1056,4,"Male",97,3,1,"Sales Representative",2,"Married",1341.53190530702,23384,1,"Y",NA,22,4,2,80,0,1,5,NA,1,0,0,0
52,"No","Travel_Frequently",1186,"Research & Development",3,NA,"Other",1,1060,3,"Male",44,3,2,"Research Scientist",3,"Married",15387.0933555845,2997,3,"Y","No",17,3,1,33,1,8,2,3,2,2,2,2
50,"No","Travel_Rarely",1080,"Research & Development",2,4,"Medical",1,1061,2,NA,92,3,3,"Research Director",3,"Married",2402.4632969935,12853,2,NA,"Yes",11,3,4,80,1,29,NA,2,NA,1,7,7
37,"No","Travel_Rarely",124,"Research & Development",3,3,"Other",1,1062,4,"Female",35,3,2,"Healthcare Representative",4,"Single",84441,13848,3,"Y","No",NA,3,1,80,0,0,NA,2,75,3,0,1
40,"No","Travel_Rarely",300,"Sales",26,NA,"Marketing",38,811,3,"Male",74,3,5,"Sales Executive",1,"Married",6355.30760300879,22217,1,"Y","No",24,3,2,80,1,8,3,2,7,7,7,5
26,"No","Travel_Frequently",921,"Research & Development",1,1,"Medical",1,1068,1,"Female",66,2,1,"Research Scientist",3,"Divorced",97186,25265,1,"Y",NA,13,3,3,80,2,5,5,3,5,3,1,3
46,"No","Travel_Rarely",430,"Research & Development",1,4,"Medical",1,1069,4,"Male",40,3,5,"Research Director",4,"Divorced",67876.8599657869,8060,9,"Y",NA,17,3,4,80,2,23,0,3,49,2,2,2
54,"No","Travel_Rarely",1082,"Sales",2,2,"Life Sciences",1,NA,3,"Female",41,2,3,NA,3,"Married",98394,8392,6,"Y","No",11,4,2,80,2,13,4,3,9,4,NA,0
56,"No","Travel_Frequently",1240,"Research & Development",9,3,"Medical",97,1071,1,"Female",63,3,NA,"Research Scientist",3,"Married",2075.10978703131,12154,2,"Y","No",24,3,2,80,1,18,1,3,5,4,0,3
36,"No","Travel_Rarely",796,"Research & Development",12,5,"Medical",1,1073,4,"Female",51,2,3,"Manufacturing Director",4,"Single",4827.79643825484,15669,0,"Y","No",11,3,2,80,0,15,2,2,14,8,7,8
55,"No","Non-Travel",444,"Research & Development",NA,1,"Medical",1,1074,1,"Male",40,2,4,"Manager",1,"Single",14986.6399817046,17323,7,"Y","No",15,3,2,80,0,31,3,4,NA,7,6,2
NA,"No","Travel_Rarely",415,"Sales",25,3,"Medical",1,1076,3,"Male",79,2,3,"Sales Executive",4,"Divorced",6828.22784560408,22771,5,"Y","No",22,NA,3,80,0,NA,5,3,1,0,0,NA
20,"Yes","Travel_Frequently",769,"Sales",9,3,"Marketing",49,1077,4,"Female",54,3,1,"Sales Representative",4,"Single",4421.37902014639,NA,1,"Y",NA,14,NA,2,80,0,2,3,3,2,2,0,2
21,NA,"Travel_Rarely",1334,"Research & Development",7,3,"Life Sciences",1,NA,3,"Female",36,2,2,"Laboratory Technician",1,"Single",510.297150589228,17258,1,"Y","No",13,3,1,80,0,1,6,2,1,0,1,0
46,"No","Travel_Rarely",1003,"Research & Development",8,5,"Life Sciences",NA,1080,4,"Female",74,2,3,NA,1,"Divorced",106379,21029,8,"Y","Yes",23,4,4,80,NA,24,2,3,16,NA,1,7
51,"Yes","Travel_Rarely",NA,"Research & Development",4,4,"Life Sciences",1,1081,1,"Male",34,3,NA,"Research Scientist",3,"Married",NA,15582,9,"Y","Yes",12,3,3,80,3,18,2,4,10,0,2,12
28,"Yes","Non-Travel",1366,"Research & Development",24,2,"Technical Degree",1,1082,3,"Male",72,2,3,"Healthcare Representative",1,"Single",4296.24829180436,12355,1,"Y","No",12,3,1,NA,0,10,2,2,10,7,1,9
26,NA,"Travel_Rarely",322,"Research & Development",1,2,"Medical",1,1083,1,NA,59,2,1,"Laboratory Technician",NA,"Married",6702.32709391539,11141,8,"Y","No",16,3,1,80,2,4,2,3,5,3,1,12
29,"No","Travel_Rarely",1176,"Research & Development",20,3,"Other",1,1084,3,NA,85,3,2,"Manufacturing Director",1,"Married",2314.58917152982,9096,9,"Y","No",15,3,3,80,1,7,1,2,6,2,0,2
41,"No","Travel_Rarely",509,"Research & Development",7,2,"Technical Degree",1,1085,2,"Female",43,4,1,"Research Scientist",3,NA,655.318419909337,18863,1,"Y","No",13,3,3,80,3,10,3,3,50,6,0,4
38,"No","Travel_Rarely",330,"Research & Development",17,1,"Life Sciences",1,1088,3,"Female",65,2,3,"Healthcare Representative",NA,"Married",NA,24608,0,"Y","No",18,3,1,6,1,13,NA,1,19,9,1,9
40,"No","Travel_Rarely",1492,"Research & Development",20,3,"Technical Degree",NA,1092,1,"Male",61,3,3,"Healthcare Representative",4,"Married",2308.71537365535,26542,4,"Y",NA,20,4,4,80,1,14,6,3,11,10,3,1
27,"No","Non-Travel",1277,"Research & Development",8,5,"Life Sciences",40,NA,1,"Male",87,NA,1,NA,NA,"Married",1688.2123962064,5869,1,"Y","No",19,3,4,80,3,3,4,3,3,2,12,12
55,"No","Travel_Frequently",1091,"Research & Development",1,1,"Life Sciences",1,1096,NA,"Male",65,3,3,"Manufacturing Director",2,"Married",75872,15813,3,"Y","No",18,3,1,80,1,17,4,3,3,2,1,2
28,"No","Travel_Rarely",857,"Research & Development",10,3,"Other",1,1097,3,"Female",59,3,2,"Research Scientist",3,"Single",7997.03723130304,NA,3,NA,"No",13,3,4,80,2,10,4,NA,8,7,1,7
44,"Yes","Travel_Rarely",1376,"Human Resources",8,NA,"Medical",16,1098,2,"Male",91,2,3,"Human Resources",1,"Married",2132.91867062641,2326,9,"Y","No",14,3,4,80,1,24,1,NA,20,6,3,6
33,"No",NA,654,NA,14,3,"Life Sciences",1,1099,4,"Male",34,2,3,"Healthcare Representative",4,"Divorced",21787.7254425494,21214,4,"Y","No",15,3,3,NA,1,9,2,3,NA,9,1,2
35,"Yes","Travel_Rarely",NA,"Sales",4,3,"Technical Degree",34,1100,4,"Male",86,3,3,"Sales Executive",1,"Single",111639,10333,0,"Y","Yes",22,4,3,80,0,9,2,3,8,7,4,7
21,"Yes","Travel_Frequently",827,"Research & Development",29,NA,"Medical",NA,1101,1,"Female",54,NA,2,"Research Scientist",3,"Single",8788.61087225554,3129,1,"Y",NA,22,3,2,80,0,14,4,3,13,7,3,8
NA,"No","Travel_Rarely",895,"Research & Development",15,2,"Life Sciences",1,1102,1,"Male",NA,3,NA,"Laboratory Technician",3,"Divorced",1837.5469915058,22482,1,"Y","No",16,3,4,80,NA,4,5,2,4,15,2,2
34,"No","Travel_Frequently",618,NA,3,1,"Life Sciences",1,571,1,"Male",90,NA,2,"Healthcare Representative",NA,"Single",108662,22266,0,NA,"No",17,3,3,80,0,7,1,2,6,2,0,4
37,"No","Travel_Rarely",309,"Sales",10,4,"Life Sciences",1,1105,4,"Female",88,2,2,"Sales Executive",2,"Divorced",13325.8010141119,2728,1,"Y","Yes",14,3,3,80,3,8,5,3,5,0,14,0
25,"Yes","Travel_Rarely",1219,"Research & Development",4,5,"Technical Degree",1,1106,4,"Male",32,3,1,"Laboratory Technician",4,"Married",11692.2588157492,4605,NA,"Y","Yes",15,NA,4,80,1,7,6,4,7,7,5,6
26,NA,"Travel_Rarely",1330,NA,NA,3,"Medical",1,1107,1,"Male",37,3,1,"Laboratory Technician",3,"Divorced",1456.14653444719,19373,1,"Y","No",20,4,3,80,1,1,0,2,1,1,0,0
33,"Yes","Travel_Rarely",1017,"Research & Development",25,3,"Medical",1,1778,1,"Male",55,2,1,NA,2,"Single",4391.70732450533,2993,4,"Y","Yes",20,4,2,80,0,5,0,3,2,2,2,2
42,"No","Travel_Rarely",469,"Research & Development",25,NA,"Medical",1,NA,4,"Male",35,3,4,"Manager",1,"Married",1945,NA,0,"Y","No",11,3,4,80,1,23,3,3,22,6,7,7
28,"Yes","Travel_Frequently",1009,"Research & Development",1,5,"Medical",1,1111,1,"Male",45,2,1,"Laboratory Technician",4,"Divorced",4813.50598565197,7160,2,"Y","No",15,3,1,80,2,1,4,3,1,NA,7,0
50,"Yes","Travel_Frequently",959,"Sales",1,4,"Other",1,1113,4,"Male",81,3,2,"Sales Executive",3,"Single",501.78417697683,17251,3,"Y","Yes",14,3,4,80,0,5,4,3,0,13,0,10
33,"No","Travel_Frequently",970,"Sales",7,3,"Life Sciences",1,1114,4,"Female",30,3,2,"Sales Executive",2,"Married",105758,NA,0,"Y","No",17,3,3,80,1,4,3,3,3,2,0,11
34,NA,"Non-Travel",697,"Research & Development",3,4,"Life Sciences",1,NA,3,"Male",40,2,1,"Research Scientist",4,"Married",4067.19553570901,22478,3,"Y","No",17,NA,4,80,3,6,2,3,0,0,0,0
48,"No","Non-Travel",1262,"Research & Development",1,4,"Medical",6,1116,1,"Male",35,4,4,"Manager",4,"Single",9111.83384547765,16154,1,"Y","No",22,4,3,80,0,20,NA,2,5,4,NA,1
45,"No","Non-Travel",1050,"Sales",9,5,"Life Sciences",1,1117,2,NA,65,2,2,"Sales Executive",3,"Married",93128,17970,1,"Y","No",20,3,4,80,2,15,2,3,15,10,NA,12
52,"No","Travel_Rarely",994,"Research & Development",7,4,"Life Sciences",1,1118,2,"Male",87,3,3,"Healthcare Representative",2,"Single",46728.5615254394,15322,7,"Y","No",19,3,4,80,0,18,4,3,8,6,4,11
48,"No","Travel_Rarely",770,"Sales",10,4,"Marketing",1,1119,3,"Male",73,2,3,"Sales Executive",3,"Divorced",68287,5569,0,"Y","Yes",22,3,2,80,2,9,2,3,8,7,6,7
29,"No","Travel_Rarely",1107,"Research & Development",28,4,"Life Sciences",1,1120,2,"Female",93,3,1,"Research Scientist",4,"Divorced",3269.17357505266,26968,4,"Y","No",22,4,1,79,1,11,NA,3,7,5,NA,7
24,"No","Travel_Rarely",950,"Research & Development",3,3,"Medical",1,1121,4,"Female",93,3,3,"Manufacturing Director",2,"Divorced",10960.8064304066,8039,0,"Y","No",17,3,2,80,1,10,0,1,9,7,1,7
46,"No","Travel_Rarely",406,"Sales",3,2,NA,1,1124,1,"Male",52,3,4,"Manager",3,"Married",77462,15596,3,"Y","No",12,3,3,4,1,23,NA,3,56,9,4,9
38,"No","Travel_Rarely",524,"Sales",2,4,"Marketing",1,1125,NA,"Male",32,3,3,"Sales Executive",2,"Single",685.268339072769,23502,7,"Y","No",16,3,NA,80,0,10,2,3,1,0,0,0
43,"No","Travel_Frequently",1082,"Research & Development",27,3,"Life Sciences",1,1126,3,"Female",83,3,3,"Manufacturing Director",1,"Married",36316.5642689434,11535,8,"Y","No",11,3,3,95,1,18,1,3,40,7,15,1
27,"Yes","Travel_Frequently",203,"Research & Development",2,3,"Life Sciences",1,1127,1,"Male",84,3,4,"Healthcare Representative",4,"Divorced",5001.66507652889,13547,7,"Y","No",25,3,4,80,3,21,4,3,48,7,11,5
40,"No","Travel_Rarely",1308,"Research & Development",14,2,"Medical",1,1128,3,"Male",44,NA,5,"Research Director",3,NA,2389.15435896091,17544,1,"Y","No",14,3,1,80,0,21,2,3,20,7,4,9
21,"No","Travel_Rarely",984,"Research & Development",NA,1,"Technical Degree",1,1131,4,"Female",70,2,1,"Research Scientist",2,"Single",3324.83465653795,25326,1,"Y","Yes",11,3,NA,80,3,2,6,4,2,2,2,2
39,"No","Non-Travel",439,"Research & Development",9,3,"Life Sciences",1,1132,3,"Male",70,3,3,"Laboratory Technician",2,"Single",38364.4448430757,8770,9,"Y","No",15,3,3,80,0,9,2,2,72,4,0,NA
36,"No","Non-Travel",217,"Research & Development",18,4,"Life Sciences",1,1133,2,"Male",78,3,2,"Manufacturing Director",4,NA,687.8082201607,23238,2,"Y","No",20,4,1,80,0,18,0,3,11,9,0,9
NA,"No","Travel_Frequently",1003,"Sales",20,3,"Life Sciences",1,1135,3,"Male",67,NA,1,"Sales Representative",4,"Married",2324.92308849495,21981,0,"Y",NA,12,3,NA,80,1,3,3,3,2,2,2,2
28,"No","Travel_Rarely",1451,"Research & Development",2,5,NA,1,1136,1,"Male",67,2,1,"Research Scientist",2,"Married",3623.04016293383,19911,2,"Y","No",12,3,1,80,0,36,2,2,5,3,0,4
35,NA,"Travel_Frequently",1182,"Sales",11,2,"Marketing",87,292,4,"Male",54,3,NA,"Sales Executive",4,"Divorced",2164.89062920011,18500,2,"Y","No",11,3,4,NA,1,4,3,3,84,2,0,2
49,"No",NA,NA,"Sales",8,4,"Technical Degree",1,1138,4,"Male",56,2,4,NA,2,"Married",80039.5328979123,11879,6,"Y","No",17,3,2,80,1,13,3,3,9,8,2,NA
34,"No","Travel_Frequently",239,"Research & Development",2,2,"Life Sciences",1,1140,4,"Male",32,3,2,"Manufacturing Director",NA,"Single",6196.6869330096,15834,2,"Y","No",11,3,4,80,0,5,3,2,3,2,0,2
NA,"No","Travel_Frequently",490,"Research & Development",28,3,"Life Sciences",1,1143,4,"Female",61,3,1,"Research Scientist",2,"Divorced",9182.62901834962,17940,0,"Y","No",14,3,4,80,2,NA,3,2,7,5,1,1
NA,"No","Travel_Rarely",270,"Research & Development",NA,3,"Medical",1,1148,2,"Male",56,1,NA,"Laboratory Technician",4,"Single",3444.13138654889,NA,4,"Y","No",19,4,1,80,0,NA,NA,3,1,0,0,0
29,"No","Travel_Rarely",718,"Research & Development",8,1,"Medical",1,1150,2,"Male",79,2,2,"Manufacturing Director",4,"Married",3313.35473460617,17689,1,"Y","Yes",15,3,3,51,1,10,2,2,56,7,1,2
38,"No","Travel_Rarely",433,"Human Resources",2,3,"Human Resources",1,1152,3,"Male",35,4,1,"Human Resources",3,"Married",3436.47621112218,6004,1,"Y","No",13,3,4,80,0,7,2,4,42,6,5,0
NA,"No","Travel_Frequently",NA,"Research & Development",6,3,"Life Sciences",1,378,3,"Male",39,2,1,"Research Scientist",3,"Divorced",NA,22088,1,"Y","Yes",14,4,4,80,1,34,2,3,3,1,0,2
18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1,1886,3,"Male",30,3,1,"Laboratory Technician",3,"Single",3584.51948314954,13556,1,"Y","No",12,3,4,80,0,0,0,3,0,0,0,0
33,"Yes","Travel_Rarely",603,"Sales",9,4,"Marketing",NA,1900,1,"Female",77,3,2,"Sales Executive",1,"Single",3811.80484927721,18385,0,"Y","Yes",17,3,1,80,3,6,3,3,5,2,0,3
